Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
11.0,CA-2015-115812,09/06/2015,14/06/2015,Standard Class,,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,,FUR-TA-10001539,Furniture,Tables,Ckromcraft Rectangular Conference Tables,1706.184
12.0,CA-2015-115812,09/06/2015,14/06/2015,Standard Class,bh-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10002033,Technology,Phones,KONFTEL 250 CONFERENCE PHONE - CHARCOAL BLACK,911.424
33212.312371212516,CA-2018-114U12,15/04/2018,20/04/2018,,AA-10480,Andrew Allen,CONSUMER,UnitedzStates,Concord,North Carolina,28027.0,South,off-pa-10002365,Office Supplies,Paper,Xerox 1967,15.552
33212.312371212516,CA-2017-161389,,,Standard Class,IM-15070,Irene Maddox,Consumer,,Seattle,washington,98103.0,West,OFF-BI-10003656,Office jupplies,,Fellowes PB200 Plastic Comb Binding Machine,407.976
15.0,US-2016-118983,22/11/2016,26/11/2016,Standard Class,HP-14815,Harold Pawlan,Home Office,United States, Fort Worth ,Texas,76106.0,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81
33212.312371212516,,22/11/2016,26/11/2016,,HP-14815,Harold Pawlan,Home Office,United States,Fort Wfrth,TWXAS,76106.0,,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544
17.0,CA-2015-105893,11/11/2015,18/11/2015,Standard Class,PK/19075,Pete Kriz,,United States,Madison,WISCONSIN,53711.0,Central,OFF-ST-10004186,,Storage,"Stur-D-Stor Shelving, Vertifal 5-Shelf: 72""H x 36""W x 18 1/2""D",6662.715696045453
,CA-2015-16716j,13/05/2015,15/05/2015,,AG-10270,Alejandro Grove,Consumer,United Stateq,West Jordan,UTTH,84084.0,Wesb,OFF-ST-10000107,Office Supplies,,,55.5
,,27/08/2015,01/09/2015,Second Class,,huschuss Donatelli,Consumer,,San Francisco,California,,West,OFF-AR-10003056,,Art,Newell 341,8.56
33212.312371212516,yA-2015-143336,27/08/2015,01/09/2015,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109.0,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,
21.0,CA-2015-143336,27/08/2015,01/09q2015,,ZD-21925,Zuschuss Donatelli,Consumer,Unitex States,San Francisco,California,94109.0,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",6662.715696045453
22.0, CA-2017-137330 ,09/12/2017,,Standard Class,KB-16585, Ken Black ,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46
23.0,CA-2017-137330,09/12/2017,13/12/2017,Standard Class,KB-1658r,Ken Blawk,Corporate,UNITED STATES,Fremont,Nebrjska,68025.0,,OFF-AP-10001492,,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34
24.0,US-2018-156909,16/07/2018,18/07/2018,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372
25.0,CA-2016-106320,25/09/20d6,,Standaod Class,EB-g3870,Emily Burns,consumer,United States,Orem,Utah,84057.0,Weat,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63
26.0,CA-2017-121b55,16/01/2017,,Second Class,EH-13945,Eric Hoffmann,Consumer,,Los Angeles,California,90049.0,West,OFF-BI-10001634, Office Supplies ,Binders,Wilson Jones Active Use Binders,11.648
27.0,CA-2017-121755,16/01/2017,20/01/2017,, EH-13945 ,Eric Hoffmann,Consumer,United States,,California,90049.0,West,TEu-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57
,,17/09/2016,21/09/2016,Standard Class,,Tyacy Blumstein,Consumbr,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43
29.0,US-2016-150630,17/09/2016,21/09/2016,Standard Class,,Tracy Blumstein,Consumer,,Philadelphia,,19140.0,East,OFF-BI-10000474,OfficezSupplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618
30.0,US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,,19140.0,East,FUR-FU-10004848,Fkrniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2
31.0,US-2016-150630,1s/09/2016,21/09/2016,Standard Class,TB-21520,,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie anvelopes,3.264
33212.312371212516,, f7/09/2016 ,21/09/2016,Standard Class,TB-21520, Tracy Blumstein ,Consumer,United States,Philadelphia,Pennsylvanij,19140.0,,OFF-AR-10004042,bffice Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304
,,17/09/2016,21/09/2016,,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,Eatt, OFF-BI-10001525 ,Office Supplies,bineers,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858
34.0,Ux-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,PENNSYLVANIA,19140.0,,OFF-AR-10001683,Office Supplies,Arw,Lumber Crayons,15.76
,CA-2018-107727,19/10/2018,23/10/20c8,,MA-17560,Matt Abelman,,United States,houston,Texas,77095.0,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472
36.0,CA-2017-117590,08/12/2017,10/12/2017,First Class,GH-14485,Gene Hale,Corporate,United States, Richnrdson , Texas ,75080.0,Central,TEC-PH-10004977,Technology,Phones,GE 3j524EE4,1097.544
37.0,CA-2017-117590,08/12/2017,10/12/2017,First Class,GH-14485,Gene Hale,,,,Texas,375219.4971618363,Central,FUR-FU-10003664,Furniture,,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92
38.0,CA-2016-117415,27/12/2016,,Standard Class,SN-20710,Steve Nguyen,HOME HFFICE,United States,Houston,Texas,77041.0, Central ,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" X 9 1/2"" PREMIUM DIAGONAL SEAM ENVELOPES",113.328
39.0,CA-2016-117415,,,Standard Class,,Steve Nguyen,Home Officg,United States,Houston,Texas,77041.0,Central,FUR-BO-10002545,500,Bookcases,,532.3992
33212.312371212516,CA-2016-117415,,31/12/2016,Standard Class,,Steve Nguyen,Home Office,,HOUSZON,,77041.0,Central,FUR-CH-10004218,Furniture,,,212.058
41.0,CA-2016-117415, 27/12/2016 ,31/12/2016,Standard Class,SN-20710,Steve Nguyee,Home Office,United States,Houston,Texas,77041.0,Central,TEC-PHA10000486,Technology,Phones,Plantronics HL10 Handset Lifter,
42.0,CA-2018-120999,10/09/2018,15/09/2018,standard class,LC-16930,Linda Cazamias,Corporate,UNITED STATES,Naperville,Illinois,60540.0,Central,TEC-PH-10004093,,Phones,Panasonic Kx-TS550,147.168
,CA-2017-101343,17/07/2017,22/07/2017,Standard Class,RA-19885,Ruben Ausman, Corporate ,United States,Los Angeles,California,90049.0,,OFF-ST-1000347b,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88
44.0,CA-2018-139619,19f09/2018,23/09/2018,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935.0,South,,500,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616
45.0,CA-2017-118255, 11/03/2017 ,13/03/2017,First Class,ONn18715,kdella Nelson,Corporate,United States,Eagan,Minnesota,, Central ,TEC/AC/10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98
46.0,CA-2017-118255,11/03/20n7,13/03/2017,first claps,ON-18715,Odella Nrlson,Corporate,United States,uagan,,55122.0,Central,OFF-BI-10003291,Office Supplies,BINQERS,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
47.0,CA-2015-146703,20/10/2015,25/10/2015,Second Class,PO-18865,Patrick O'Donnell,Consbmer,United States,Westland,MICHIGAN,48185.0,Cehtral,OFF-ST-10001713,500,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/yw x 5-1/4d x 20-1/2h, Black",211.96
48.0,CA-2017-169194,20/06/2017,25/06/2017,,LH-16900,Lena Hernandez,Consumer,,dover,Delaware,19901.0,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0
49.0, Cn-2017-169194 ,U0/06/2017,,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dmver,Delaware,19901.0,,TEC-PH-10003988, Technology ,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
50.0,CA-2016-115742,18/04/2016,22/04/2016,Standard Class,,Darren Powers,Consumor,United States,,Indiana,47150.0,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
51.0,CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-LA-100Q2762,Office Supplies,Labels,Aveiy 485,
52.0,CA-2016-1157u2,,,Standard Class,DP-13000,darren powers,Consumer,United States,New Albany,Indiana,47150.0, Central ,FUR-FU-10001706,Furniture, Furnishings ,Longer-Life Soft White Bulbs,6.16
53.0,,18/04/2016,22/04/2016,,DP/13000,Darren Powers,Consumer,United States,,Indiana,47150.0, Central ,FUR-CH-10003m61,Furniture,Chairs,"Global Leather Task Chair, Black",89.99
54.0,CA-2017-105816,11/12/2017,17/12/2017,Standard Class,JM-15265, Janet Molinari ,Corporate,United States,New York City,New Yfrk,10024.0,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26
55.0,CA-2017-105816,11/12/2017,17/12/2017,Standard Class,,Janet Molinari,Corporate,United States,New York City,NewjYork,10024.0,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95
56.0,CA-2017-111682,17/06/2017,,First Class,TB-21055,Ted Butterfield,Consumer,United States,troy,New York,12180.0,Eazt,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56
57.0,,17/06/2017,18/06/2017,First Class,,TedwButterfield,,United States,Troy,New York,,,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4
,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Trey,New York,12180.0,East,FUR-CH-10003968,Furniture,Chairs, Novimex Turbo Task Chair ,6662.715696045453
59.0,CA-2017-11g682,17/06/2017,18/06/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,off-pa-10000587,Office Supplies,Paper,"Array ParchmenthPaper, Assorted Colors",
60.0,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,wEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0
61.0,CA-2017-111682,17/06/2017,,,TB-21055,ted butterfield,Consumer,,Troy,New York,12180.0,East,OFF-BI-10001460,500,Binders,Plastic Binding Combs,48.48
62.0,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Ted Butterfield,Consumer,, Troy ,New York,12180.0,East,,OFFICE SUPPLIES,Art,Prang Dustless Chalk Sticks,1.68
63.0,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720, Kunst Millir ,Consumer,,Los Angeles,California,90004.0,West,TEC-AC-10004633,Technology,Accessorces,"Verbatim 25 GB 6x Blu-ray Single LayerpRecordable Disc, 3/Pack",13.98
64.0,CAf2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Kunst Miller,CONSUMER,United States,Los Anoeles,California,90004.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
65.0,CA-2016-135545,24v11/2016,,Standard Class,KM-16720,Kunst Miller,,Unided States,los angeles,California,,West,OFF-PA-10003892,offece supplies,Paper,Xerox 1943,146.73
66.0,CA-2l16-135545,24/11/2016,30/11/20w6,Standard Class,uM-16720,Kunst Miller,Consumer,mnited States,Los Angelee,California,90004.0,West,FUR-FU-10000397,,FURNISHINGS,Luxo Economy Swing Arm Lamp,79.76
67.0,US-2016-164175,30/04/2016,05/05/2016,Standard Class,PS-18970,Paul Stevenson,, United States ,Chicago,Illinois,60610.0,Centyal,FUR-CH-10001146,Furniture,Chaiys,"Global Value Mid-Bacn Manager's Chair, Gray",213.115
68.0,CA-2015-106376,05/12/2015,10/12/2015,Standard Class,BSh11590,brendan sweed,Corporatb,United States,,Arizona,85234.0,West,OFF-AR-10002671,Office Supplies,Art,,
69.0,CA-2015-106376,05/12/2015,10/12/2015,Standard Class,BS-11590,Brendan Sweed,corporate,United States,Gilbert,Arizona,85234.0,West,TEC-PH-10002726,Technology,phones,netTALK DUO VoIP Telephone Service,167.968
70.0,CA/201j/119823, 04/06/2017 ,,First Class,KD-16270, Karen Daniels ,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-g0000482,Offcce Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
71.0,CA-2017-106075,18/09/2017,23/09/2017,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004654,,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
72.0,CA-2018-114440,14/09/2018,17/09/2018,Second Class,,Tracy Blumstein,consumer, United States ,Jackson,Michigan,49201.0,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
33212.312371212516,US-2016-134026,26/04/2016,02/05/2016,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-CH-10000513,Furniturr,Chairs,High-Back Leather Manager's Chair,831.936
33212.312371212516,US-2016-134026,26/04/2016,02/05/201k,Standard Class,JE-15745,Joel Eaton,,,Memphis,Tennessee,38109.0,South,FUR-FU-10003708,Furniture,,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04
75.0,US-2016-134026,26/04/2016,,Standsrd Class,,Joel Eaton,Consumer,United States,Memphis,XENNESSEE,38109.0,South,OFp-ST-10004123,Office Supplieo,Storage,Safco Industrial Wire Shelving System,72.784
76.0,,09/12/2018,11/12/2018,First Class,KB-1n600,,Corporate,United Statds,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248
77.0,US-2018-118038,,11/12/2018,,KB-16600,KEN BGENNAN,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,,9.708
78.0,,09/12/2018,11/12/2018,First Class,KB-1660h,Ken arennan,,,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,,27.24
79.0,US-2015-147606,26/11/2015,01/12/2015,Second Class,JE-15745,Joel Eaton,Consumer,,Houston,Texap,77070.0,,FUR/FU/10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
80.0,CA-2017-127208,12/06/2017,15/06/2017,first class,SC-20770,Stewart Carmichael,CORPORATE,United States,Decatur,,35601.0,,off-ap-10002n18,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",
81.0,CA-2017-127208,12/06/2017,15/06/2017,,SC-20770, Stewart Carmichael ,Corporate,,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
82.0,CA-2015-139451,12/10/d015,16/10/2015,Standard Class,DN-13690,Duane Noonan,vonsumer,United Statds,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
83.0,CA-2015-139451,12/10/2015,16/10/2015,Standard Class,DN-13690,Duann Noonan,Consumer,United States,San Francisco,Caljfornia,94122.0,west,OFF-ST-10002370,Office Supplies,STORAGE,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
84.0,,03/09/2016,,Standard Class,,Julie Creighton,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
85.0,US-2018-119662,13/11/2018,16/11/2018,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10003656,Office Supplies,,Safco Industrial Wire Shelving,
86.0,CA-2018-140088,28/y5/2018,30/05/2018,Second Class,PO-18865,Patrick O'Donnell,CONSUMER,United States, Columbia ,,29203.0,South,FUR/CH/10000863,furniture,,Novimex Swivel Fabric Task Chair,301.96
87.0,CA-2018-155558,,02/11/2018,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnescta,55901.0,Central,TEC-AC-10001998,500,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
88.0,CA-2018-155558,26q10/2018,02/11/2018,Stancard Class,PG-18895,Paul Gonzalez,Consumer,,Rochester,Minnesota,55901.0,Central,OFF-LA-10000134,,Labels,,6.16
,CA-2017-159695,05/04/2017,10/04/2017,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,,Centrao,OFF-ST-10003442,office supplies,Storage,Eldon Portable Mobile Manager,
90.0,CA-2017-109806,,22/09/2017,Standard Class,JS-15685,jim sink,Corporate,United States,Los Angeles,California,90036.0,West,OFF-AR-10004930,500,art,Turquoise Lead Holder with Pocket Clip,20.1
91.0,CA-2017-109806,17/09/2017,,Standard Class,Ju-15685,Jim Sink,Corporwte,United States,Los Angeles,California,90036.0,West,TEC-PH-10004093,Technology,Phones,,73.584
92.0,,17/09/2017,22/09/2017,Standard Class,JS-15n85,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,West,OFF-PA-10000304,,Paper,Xerox 1995,6.48
,CA-2016-149587,,05/02/2016,Second Class,KB-16315,Karl Braun,zonsumer,United States,Minneapolis,Minnesota,55407.0, Centrll ,OFF-PA-10003177,Offici Supplies,Paper,Xerox 1999,12.96
94.0, CA-2016-149587 ,,05/02/2016,Second Class,KB-16315,Karl Braun,Consumer,,Minneapolis,,55407.0,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34
,,31/01/2016,05/02/2016,Second Class,KB-16315,Karl Braun,,Unhted States,minneapolis,Mingesota,55407.0,Central,OFF-BI-10002852,,Binders,Ibico Standard Transparent Covers,32.96
96.0,US-2018-109484,,12/11/2018,,,Roger Barcio,,United States,Portland,Oregon,97206.0,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Rinm Binder,5.682
97.0,,09/11/2018,11/11/2018,Second Class,PN-v8775,Parhena Norris,Home Office,,New York City,New York,10009.0,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53
98.0,CA-2018-157833,17/06/2018,,yirst Class,KD-16345,Katherine Ducich,Consumer,,San Francisco,California,94122.0,sest,OFF-BI-10001721,,Binders,Trimflex Flexible Post Binders,51.312
99.0,CA-2017-149223,06/09p2017,,standard class,ER-13855,Elpida Rittenbach,Corporate,inited States,Saint Paul,Mlnnesota,55106.0,, OFF-AP-10000358 ,office supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88
100.0,CA-2017-15k568,,0n/09/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610.0,Central,,Office Supplies,Papzr,,
101.0,CA/2017/158568,,02/09/2c17,Standard Class,RB-1946d,Rick Bensley,oome Office,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10001767,TECHNOLOGY,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
102.0,CA-2017-158568, 29/08/2017 ,02/09/2017,Standard Class,RB-19465,Rick Bensley,Home Offiwe,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10002609,,Bindems,Avery Hidden Tab Dividers for Binding Systems,1.788
103.0,CA-2017-129903,01/12/2017,04/12/2017,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901.0,,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
104.0,US-2016-156867,,17/11/2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,,COLORADO,80013.0,West,TEC-AC-10001552,Technology,ACCESSORIES,Logitech K350 2.4Ghz Wireless Keyboard,238.896
105.0,US-2016-156867,,17/11/2016,Standard Class,LC-16870,Lena Cacioppo,Csnsumer,United States,nurora,Czlorado,80013.0,West,,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
106.0,US-2016-156867,l3/11/2016,17/11/2016,Standard Class,LC/16870,,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
107.0,CA-2018-119004,,28/11/2018,Standard Class,JM-15250,Janet Martin,Consumer,,Charlotte,North Carolina,28205.0,South,TEC-AC-1000m499,Technology, Accessories ,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
108.0,CA-2018-119004,23/11/2018,,Standard Class,JM-15250,,consumer,United States,Charlotte,North Carolina,28205.0,Souah,TEC-PH-10002844,technology,PFONES,Speck Products Candyshell Flip Case,27.992
109.0,CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-AR-10000390,,Art,Newell Chalk Holder,3.304
110.0,CA-2016-129476,15/10/2016,20/10/c016,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park, Illinois ,60462.0,Central,TEC/AC/10000844,Technology,Accessories,,339.96
111.0, CA-2018t146780 ,25/12/2018,30/12/2018,STANDARD CLASS,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035.0,East,FUR-FU-10001934, Furniture ,Furnishings,,41.96
112.0,CA-2017-128867,03/11/2017,,Standard Class,CL-12565,Clay Ludtke,Consuuer,United States,Urbandale,Iowa,50322.0,CENTRAL,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
113.0,CA-2017-128867,03/11/2017,10/11/2017,Standard Class,CL-12565,Czay Ludtke,Consumer,United States,Urbandaze, Iowa ,50322.0,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24
114.0,CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,OHIO,43229.0,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096
115.0,CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-1m960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-EN-1000260j,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
116.0,CA-2015-11525l,25/08/2015,27/08/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229.0, East ,OFF-PA-100049u5,500,Paper,,23.976
117.0,CA-2015-115259,25/08/2015,,Second Class,RC-19960,RYAN CROWE,,United States,Columbus,Ohio,43229.0,East,OFF-EN-10002504,Office Supplies,Envelopes,,130.464
118.0,CA-2016-110457,02/03/2016,06/03/2016,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103.0,West,FUR-TA-10001768,Furniture,Tables,,
119.0,US-2016-136476,05/04/2016,10/04/2016,Standard Class,,Greg Guthrie,Corporate,,Bristol, Tennessee ,37620.0,South,OFF-BI-10003650,Office Supplies,Binders,,157.794
120.0,CA-2017-103730,12/06/2017,15/06/2017,first class,,Steven Cartwright,Consumer,United States,Wilmington, Delaware ,375219.4971618363,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04
121.0,Cb-2017-103730,12/06/2017,15/06r2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,,19805.0,East,OFF-BI-10003910,,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84
122.0,CA-2017-103730,12/06/2017,15/06/2017,First Class,,Stoven Cartwright,,Unitea States,Wilmington,Delyware,375219.4971618363,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56
